https://stackoverflow.com/a/60661088/5749570,Using the wrong delete isn't the same as freeing memory that was already freed. Keep in mind that delete isn't free. delete does eventually cause memory to be freed but it also ends an object's lifetime and calls the destructor. – François Andrieux Mar 12 at 20:05,Using the wrong <code>delete</code> isn&#39;t the same as freeing memory that was already freed. Keep in mind that <code>delete</code> isn&#39;t <code>free</code>. <code>delete</code> does eventually cause memory to be freed but it also ends an object&#39;s lifetime and calls the destructor.,2020-03-12 16:05:09,7359094,Fran&#231;ois Andrieux,20041,1
https://stackoverflow.com/a/60661088/5749570,And its actually not freeing already freed memory|COMMA| its trying to delete memory which you dont own and/or is nothing to do with table. – Lonesome Paradise Mar 12 at 20:09,And its actually not freeing already freed memory|COMMA| its trying to delete memory which you dont own and/or is nothing to do with <code>table</code>.,2020-03-12 16:09:44,12448530,Firefly,1164,1
https://stackoverflow.com/a/60661088/5749570,@TheGoldKnight23 Can you please explain how you came to that conclusion? – François Andrieux Mar 12 at 20:15,@TheGoldKnight23 Can you please explain how you came to that conclusion?,2020-03-12 16:15:06,7359094,Fran&#231;ois Andrieux,20041,1
https://stackoverflow.com/a/60661088/5749570,delete[] will delete the current pointer then look for the other elements of the array|COMMA| even if they dont exist. Which means that when it is called on a single pointer it goes on a rampage of destruction as it never finds the bounds of the array and it is completely undefined as to what happens at that point – Lonesome Paradise Mar 12 at 20:16,delete[] will delete the current pointer then look for the other elements of the array|COMMA| even if they dont exist. Which means that when it is called on a single pointer it goes on a rampage of destruction as it never finds the bounds of the array and it is completely undefined as to what happens at that point,2020-03-12 16:16:32,12448530,Firefly,1164,1
https://stackoverflow.com/a/60661088/5749570,@TheGoldKnight23 That is just what might happen when you use the wrong delete. It's Undefined Behavior. No single possible outcome is any more valid than any other. It might work fine sometimes. It might not crash and corrupt a bunch of data. It might even crash before it reaches the delete. It's incorrect to presume how UB will manifest. – François Andrieux Mar 12 at 20:18,@TheGoldKnight23 That is just what <i>might</i> happen when you use the wrong <code>delete</code>. It&#39;s Undefined Behavior. No single possible outcome is any more valid than any other. It might work fine sometimes. It might not crash and corrupt a bunch of data. It might even crash before it reaches the <code>delete</code>. It&#39;s incorrect to presume how UB will manifest.,2020-03-12 16:18:51,7359094,Fran&#231;ois Andrieux,20041,1
https://stackoverflow.com/a/60661088/5749570,Sure|COMMA| but it will definitely cause a deletion of something (possibly many somethings) next to it on the heap and then we have objects of type X being destructed as objects of type A (fun :D). But the above segfault is not caused by freeing already freed memory but by using the wrong delete – Lonesome Paradise Mar 12 at 20:22,Sure|COMMA| but it will definitely cause a deletion of something (possibly many somethings) next to it on the heap and then we have objects of type X being destructed as objects of type A (fun :D). But the above segfault is not caused by freeing already freed memory but by using the wrong delete,2020-03-12 16:22:24,12448530,Firefly,1164,1
https://stackoverflow.com/a/60661088/5749570,@TheGoldKnight23 Yes|COMMA| using the wrong delete is a problem that needs to be fixed. No|COMMA| it won't necessarily delete something. It might not even delete table at all! You may be interested in reading about time traveling Undefined Behavior. It's real. – François Andrieux Mar 12 at 20:23,@TheGoldKnight23 Yes|COMMA| using the wrong <code>delete</code> is a problem that needs to be fixed. No|COMMA| it won&#39;t necessarily delete something. It might not even delete <code>table</code> at all! You may be interested in reading about <a href="https://stackoverflow.com/questions/24527401/undefined-behavior-causing-time-travel">time traveling Undefined Behavior</a>. It&#39;s real.,2020-03-12 16:23:17,7359094,Fran&#231;ois Andrieux,20041,1
https://stackoverflow.com/a/60661088/5749570,@FrançoisAndrieux delete indeed frees up memory pointed to by a pointer (and calls destructor). OP is using the delete array operator instead of the plain delete. – VHS Mar 12 at 20:30,@Fran&#231;oisAndrieux <code>delete</code> indeed frees up memory pointed to by a pointer (and calls destructor).  OP is using the delete array operator instead of the plain <code>delete</code>.,2020-03-12 16:30:19,5749570,VHS,8242,1
https://stackoverflow.com/a/60661088/5749570,@VHS Of course|COMMA| but the problem with using the wrong delete is that it is Undefined Behavior. You can't assume it will be a memory problem. delete is not free. It could just as well crash because it tried to execute a destructor with a bad this. I can fail for all sorts of reasons. Bringing in memory management is an error in this answer. – François Andrieux Mar 12 at 20:31,@VHS Of course|COMMA| but the problem with using the wrong <code>delete</code> is that it is Undefined Behavior. You can&#39;t assume it will be a <i>memory</i> problem. <code>delete</code> is not <code>free</code>. It could just as well crash because it tried to execute a destructor with a bad <code>this</code>. I can fail for all sorts of reasons. Bringing in memory management is an error in this answer.,2020-03-12 16:31:51,7359094,Fran&#231;ois Andrieux,20041,1
https://stackoverflow.com/a/60661088/5749570,@FrançoisAndrieux|COMMA| I tried to reword my answer. I also read your link to the post about time traveling UB. It appears as if such 'time travel' may occur when the compiler sees a UB statically and optimizes it. However|COMMA| in OP's case|COMMA| a compiler may not be able to detect a UB and therefore|COMMA| the delete[] table instruction would be executed at run time. – VHS Mar 13 at 1:05,@Fran&#231;oisAndrieux|COMMA| I tried to reword my answer. I also read your link to the post about time traveling UB. It appears as if such &#39;time travel&#39; may occur when the compiler sees a UB statically and optimizes it. However|COMMA| in OP&#39;s case|COMMA| a compiler may not be able to detect a UB and therefore|COMMA| the <code>delete[] table</code> instruction would be executed at run time.,2020-03-12 21:05:00,5749570,VHS,8242,1
